<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IBRX.US,5,20240524,161500,6.62,6.6701,6.62,6.655,14718,0
IBRX.US,5,20240524,162000,6.655,6.6589,6.54,6.58,41192,0
IBRX.US,5,20240524,162500,6.57,6.6111,6.54,6.6,19214,0
IBRX.US,5,20240524,163000,6.6,6.62,6.59,6.605,9807,0
IBRX.US,5,20240524,163500,6.605,6.61,6.575,6.575,15536,0
IBRX.US,5,20240524,164000,6.5754,6.5754,6.52,6.56,34512,0
IBRX.US,5,20240524,164500,6.56,6.6276,6.53,6.62,29026,0
IBRX.US,5,20240524,165000,6.6109,6.6299,6.6,6.605,9796,0
IBRX.US,5,20240524,165500,6.62,6.63,6.605,6.61,7151,0
IBRX.US,5,20240524,170000,6.6,6.63,6.595,6.625,6110,0
IBRX.US,5,20240524,170500,6.63,6.63,6.575,6.58,8182,0
IBRX.US,5,20240524,171000,6.58,6.63,6.58,6.63,14353,0
IBRX.US,5,20240524,171500,6.625,6.625,6.58,6.595,12019,0
IBRX.US,5,20240524,172000,6.6,6.62,6.6,6.615,2497,0
IBRX.US,5,20240524,172500,6.6199,6.64,6.6199,6.625,8982,0
IBRX.US,5,20240524,173000,6.63,6.69,6.625,6.662,24831,0
IBRX.US,5,20240524,173500,6.6506,6.6506,6.61,6.62,13392,0
IBRX.US,5,20240524,174000,6.615,6.65,6.6,6.625,6979,0
IBRX.US,5,20240524,174500,6.6201,6.64,6.6,6.6176,4500,0
IBRX.US,5,20240524,175000,6.62,6.64,6.59,6.63,15094,0
IBRX.US,5,20240524,175500,6.63,6.65,6.625,6.63,9300,0
IBRX.US,5,20240524,180000,6.625,6.645,6.6214,6.635,3983,0
IBRX.US,5,20240524,180500,6.6399,6.6399,6.61,6.6123,6873,0
IBRX.US,5,20240524,181000,6.615,6.63,6.61,6.625,12342,0
IBRX.US,5,20240524,181500,6.64,6.64,6.62,6.6273,3061,0
IBRX.US,5,20240524,182000,6.625,6.65,6.6,6.64,18076,0
IBRX.US,5,20240524,182500,6.655,6.655,6.6502,6.6502,639,0
IBRX.US,5,20240524,183000,6.655,6.69,6.64,6.645,12466,0
IBRX.US,5,20240524,183500,6.64,6.655,6.63,6.63,9745,0
IBRX.US,5,20240524,184000,6.63,6.645,6.62,6.6413,1701,0
IBRX.US,5,20240524,184500,6.645,6.65,6.62,6.62,15691,0
IBRX.US,5,20240524,185000,6.625,6.64,6.62,6.64,7533,0
IBRX.US,5,20240524,185500,6.645,6.645,6.6,6.6,11040,0
IBRX.US,5,20240524,190000,6.6,6.6,6.58,6.585,9439,0
IBRX.US,5,20240524,190500,6.585,6.585,6.545,6.56,49665,0
IBRX.US,5,20240524,191000,6.565,6.595,6.565,6.58,25922,0
IBRX.US,5,20240524,191500,6.585,6.615,6.585,6.615,7520,0
IBRX.US,5,20240524,192000,6.6101,6.64,6.61,6.615,18507,0
IBRX.US,5,20240524,192500,6.6131,6.6369,6.6,6.635,6473,0
IBRX.US,5,20240524,193000,6.635,6.66,6.615,6.615,8471,0
IBRX.US,5,20240524,193500,6.615,6.63,6.61,6.625,9312,0
IBRX.US,5,20240524,194000,6.625,6.625,6.61,6.6187,9477,0
IBRX.US,5,20240524,194500,6.615,6.625,6.595,6.595,12861,0
IBRX.US,5,20240524,195000,6.595,6.63,6.595,6.63,3090,0
IBRX.US,5,20240524,195500,6.6371,6.65,6.63,6.63,9356,0
IBRX.US,5,20240524,200000,6.62,6.63,6.61,6.615,11790,0
IBRX.US,5,20240524,200500,6.62,6.6399,6.61,6.635,25865,0
IBRX.US,5,20240524,201000,6.635,6.64,6.625,6.63,8362,0
IBRX.US,5,20240524,201500,6.63,6.6483,6.625,6.6483,10514,0
IBRX.US,5,20240524,202000,6.6485,6.65,6.61,6.61,9909,0
IBRX.US,5,20240524,202500,6.605,6.6099,6.595,6.5997,11597,0
IBRX.US,5,20240524,203000,6.59,6.61,6.585,6.59,11177,0
IBRX.US,5,20240524,203500,6.58,6.588,6.57,6.5737,8879,0
IBRX.US,5,20240524,204000,6.58,6.58,6.5526,6.565,19909,0
IBRX.US,5,20240524,204500,6.565,6.57,6.56,6.5674,4527,0
IBRX.US,5,20240524,205000,6.5691,6.5882,6.565,6.58,18393,0
IBRX.US,5,20240524,205500,6.58,6.5859,6.57,6.575,22656,0
IBRX.US,5,20240524,210000,6.575,6.59,6.555,6.565,14223,0
IBRX.US,5,20240524,210500,6.5698,6.585,6.565,6.585,3055,0
IBRX.US,5,20240524,211000,6.585,6.6,6.575,6.575,13911,0
IBRX.US,5,20240524,211500,6.58,6.59,6.575,6.585,5206,0
IBRX.US,5,20240524,212000,6.585,6.585,6.54,6.55,8266,0
IBRX.US,5,20240524,212500,6.545,6.5599,6.54,6.555,9461,0
IBRX.US,5,20240524,213000,6.555,6.56,6.54,6.545,19885,0
IBRX.US,5,20240524,213500,6.545,6.575,6.545,6.575,11720,0
IBRX.US,5,20240524,214000,6.575,6.58,6.55,6.56,13628,0
IBRX.US,5,20240524,214500,6.555,6.58,6.55,6.57,19014,0
IBRX.US,5,20240524,215000,6.57,6.57,6.525,6.545,27467,0
IBRX.US,5,20240524,215500,6.545,6.545,6.51,6.52,398571,0
IBRX.US,5,20240528,153000,6.6,6.7476,6.5901,6.685,90642,0
IBRX.US,5,20240528,153500,6.67,6.68,6.61,6.62,54504,0
IBRX.US,5,20240528,154000,6.64,6.67,6.59,6.66,19189,0
IBRX.US,5,20240528,154500,6.66,6.75,6.65,6.71,81388,0
IBRX.US,5,20240528,155000,6.712,6.73,6.63,6.63,35795,0
IBRX.US,5,20240528,155500,6.63,6.65,6.6,6.62,24072,0
IBRX.US,5,20240528,160000,6.62,6.6371,6.5801,6.61,34825,0
IBRX.US,5,20240528,160500,6.5897,6.645,6.57,6.645,24171,0
IBRX.US,5,20240528,161000,6.644,6.74,6.644,6.71,61419,0
IBRX.US,5,20240528,161500,6.72,6.77,6.7001,6.74,59284,0
IBRX.US,5,20240528,162000,6.73,6.79,6.72,6.77,26127,0
IBRX.US,5,20240528,162500,6.755,6.8465,6.755,6.765,130639,0
IBRX.US,5,20240528,163000,6.76,6.842,6.735,6.795,56398,0
IBRX.US,5,20240528,163500,6.8,6.83,6.76,6.765,34473,0
IBRX.US,5,20240528,164000,6.76,6.79,6.76,6.78,17807,0
IBRX.US,5,20240528,164500,6.78,6.84,6.745,6.75,88115,0
IBRX.US,5,20240528,165000,6.75,6.77,6.73,6.73,36634,0
IBRX.US,5,20240528,165500,6.73,6.765,6.72,6.74,17013,0
IBRX.US,5,20240528,170000,6.7366,6.75,6.69,6.695,29887,0
IBRX.US,5,20240528,170500,6.695,6.7299,6.68,6.705,28880,0
IBRX.US,5,20240528,171000,6.71,6.78,6.71,6.755,27462,0
IBRX.US,5,20240528,171500,6.7542,6.8056,6.7542,6.8056,19799,0
IBRX.US,5,20240528,172000,6.81,6.89,6.8099,6.841,60062,0
IBRX.US,5,20240528,172500,6.8399,6.905,6.835,6.87,59680,0
IBRX.US,5,20240528,173000,6.87,6.88,6.83,6.86,14143,0
IBRX.US,5,20240528,173500,6.86,6.88,6.84,6.855,25012,0
IBRX.US,5,20240528,174000,6.86,6.875,6.84,6.86,18334,0
IBRX.US,5,20240528,174500,6.85,6.875,6.844,6.865,27576,0
IBRX.US,5,20240528,175000,6.8674,6.905,6.855,6.9,32340,0
IBRX.US,5,20240528,175500,6.895,6.905,6.86,6.905,51013,0
IBRX.US,5,20240528,180000,6.9,6.9,6.84,6.86,30830,0
IBRX.US,5,20240528,180500,6.86,6.86,6.8245,6.825,42415,0
IBRX.US,5,20240528,181000,6.83,6.88,6.83,6.88,27590,0
IBRX.US,5,20240528,181500,6.875,6.89,6.84,6.86,33960,0
IBRX.US,5,20240528,182000,6.86,6.87,6.845,6.855,25742,0
IBRX.US,5,20240528,182500,6.86,6.87,6.825,6.825,13086,0
IBRX.US,5,20240528,183000,6.825,6.84,6.82,6.83,23127,0
IBRX.US,5,20240528,183500,6.825,6.83,6.79,6.79,20438,0
IBRX.US,5,20240528,184000,6.792,6.8,6.77,6.785,35400,0
IBRX.US,5,20240528,184500,6.785,6.7886,6.78,6.7861,8184,0
IBRX.US,5,20240528,185000,6.785,6.79,6.765,6.7656,12361,0
IBRX.US,5,20240528,185500,6.76,6.765,6.75,6.7599,30908,0
IBRX.US,5,20240528,190000,6.75,6.76,6.7125,6.715,29080,0
IBRX.US,5,20240528,190500,6.7101,6.72,6.71,6.7125,8444,0
IBRX.US,5,20240528,191000,6.72,6.72,6.69,6.695,30101,0
IBRX.US,5,20240528,191500,6.695,6.72,6.695,6.72,15495,0
IBRX.US,5,20240528,192000,6.72,6.755,6.72,6.725,19058,0
IBRX.US,5,20240528,192500,6.725,6.73,6.72,6.725,4824,0
IBRX.US,5,20240528,193000,6.73,6.74,6.7,6.705,15949,0
IBRX.US,5,20240528,193500,6.7037,6.725,6.7,6.72,10557,0
IBRX.US,5,20240528,194000,6.715,6.755,6.705,6.715,98827,0
IBRX.US,5,20240528,194500,6.7174,6.7174,6.685,6.685,21683,0
IBRX.US,5,20240528,195000,6.685,6.685,6.645,6.645,27891,0
IBRX.US,5,20240528,195500,6.645,6.685,6.64,6.68,20785,0
IBRX.US,5,20240528,200000,6.675,6.6801,6.66,6.6801,10049,0
IBRX.US,5,20240528,200500,6.685,6.72,6.6812,6.715,22272,0
IBRX.US,5,20240528,201000,6.72,6.73,6.7001,6.7125,15925,0
IBRX.US,5,20240528,201500,6.715,6.72,6.6919,6.695,8597,0
IBRX.US,5,20240528,202000,6.695,6.7,6.66,6.665,12607,0
IBRX.US,5,20240528,202500,6.665,6.67,6.65,6.65,18649,0
IBRX.US,5,20240528,203000,6.655,6.66,6.61,6.6401,80123,0
IBRX.US,5,20240528,203500,6.645,6.655,6.62,6.645,28877,0
IBRX.US,5,20240528,204000,6.65,6.68,6.65,6.655,18406,0
IBRX.US,5,20240528,204500,6.66,6.66,6.63,6.64,16543,0
IBRX.US,5,20240528,205000,6.645,6.67,6.64,6.67,17466,0
IBRX.US,5,20240528,205500,6.67,6.7,6.665,6.67,17722,0
IBRX.US,5,20240528,210000,6.675,6.7,6.67,6.7,13043,0
IBRX.US,5,20240528,210500,6.7,6.725,6.695,6.715,21451,0
IBRX.US,5,20240528,211000,6.715,6.73,6.71,6.73,15189,0
IBRX.US,5,20240528,211500,6.72,6.725,6.68,6.715,29306,0
IBRX.US,5,20240528,212000,6.72,6.72,6.69,6.705,14178,0
IBRX.US,5,20240528,212500,6.705,6.72,6.7,6.71,21422,0
IBRX.US,5,20240528,213000,6.71,6.8,6.705,6.755,75927,0
IBRX.US,5,20240528,213500,6.7467,6.755,6.695,6.7,59281,0
IBRX.US,5,20240528,214000,6.69,6.71,6.69,6.6958,55090,0
IBRX.US,5,20240528,214500,6.695,6.705,6.675,6.69,62385,0
IBRX.US,5,20240528,215000,6.69,6.69,6.65,6.66,102607,0
IBRX.US,5,20240528,215500,6.665,6.675,6.59,6.62,588429,0
IBRX.US,5,20240529,153000,6.42,6.54,6.3,6.35,181861,0
IBRX.US,5,20240529,153500,6.37,6.48,6.37,6.43,24445,0
IBRX.US,5,20240529,154000,6.4499,6.46,6.4,6.41,6627,0
IBRX.US,5,20240529,154500,6.4,6.41,6.33,6.345,111401,0
IBRX.US,5,20240529,155000,6.35,6.4139,6.35,6.4,51605,0
IBRX.US,5,20240529,155500,6.42,6.47,6.3698,6.38,48829,0
IBRX.US,5,20240529,160000,6.38,6.46,6.35,6.415,19949,0
IBRX.US,5,20240529,160500,6.415,6.44,6.385,6.4281,22512,0
IBRX.US,5,20240529,161000,6.425,6.4497,6.4,6.425,26654,0
IBRX.US,5,20240529,161500,6.43,6.44,6.405,6.44,13476,0
IBRX.US,5,20240529,162000,6.435,6.44,6.37,6.3802,27338,0
IBRX.US,5,20240529,162500,6.3885,6.405,6.3641,6.365,36041,0
IBRX.US,5,20240529,163000,6.3699,6.38,6.35,6.355,26722,0
IBRX.US,5,20240529,163500,6.355,6.39,6.35,6.385,19754,0
IBRX.US,5,20240529,164000,6.385,6.4099,6.36,6.36,16546,0
IBRX.US,5,20240529,164500,6.36,6.405,6.36,6.405,36641,0
IBRX.US,5,20240529,165000,6.405,6.405,6.36,6.381,17280,0
IBRX.US,5,20240529,165500,6.3801,6.41,6.3801,6.405,10407,0
IBRX.US,5,20240529,170000,6.405,6.41,6.36,6.36,14890,0
IBRX.US,5,20240529,170500,6.36,6.37,6.3,6.305,58169,0
IBRX.US,5,20240529,171000,6.305,6.32,6.295,6.3191,53197,0
IBRX.US,5,20240529,171500,6.3182,6.34,6.3,6.31,29802,0
IBRX.US,5,20240529,172000,6.3195,6.4,6.315,6.3956,23393,0
IBRX.US,5,20240529,172500,6.395,6.4097,6.39,6.39,11273,0
IBRX.US,5,20240529,173000,6.395,6.425,6.39,6.415,10532,0
IBRX.US,5,20240529,173500,6.4162,6.4387,6.4162,6.4387,13818,0
IBRX.US,5,20240529,174000,6.435,6.435,6.4201,6.4201,3100,0
IBRX.US,5,20240529,174500,6.42,6.42,6.37,6.375,18111,0
IBRX.US,5,20240529,175000,6.3782,6.385,6.36,6.365,17941,0
IBRX.US,5,20240529,175500,6.37,6.395,6.365,6.375,24893,0
IBRX.US,5,20240529,180000,6.375,6.38,6.37,6.375,6088,0
IBRX.US,5,20240529,180500,6.3799,6.385,6.37,6.375,5222,0
IBRX.US,5,20240529,181000,6.375,6.385,6.355,6.365,12461,0
IBRX.US,5,20240529,181500,6.365,6.38,6.36,6.375,13379,0
IBRX.US,5,20240529,182000,6.38,6.395,6.38,6.3884,4855,0
IBRX.US,5,20240529,182500,6.38,6.395,6.37,6.39,5948,0
IBRX.US,5,20240529,183000,6.395,6.3999,6.38,6.385,16257,0
IBRX.US,5,20240529,183500,6.3821,6.3877,6.35,6.3598,10381,0
IBRX.US,5,20240529,184000,6.35,6.3598,6.35,6.3598,2680,0
IBRX.US,5,20240529,184500,6.3581,6.365,6.335,6.3596,29956,0
IBRX.US,5,20240529,185000,6.35,6.37,6.35,6.36,6053,0
IBRX.US,5,20240529,185500,6.355,6.36,6.35,6.35,4172,0
IBRX.US,5,20240529,190000,6.35,6.36,6.32,6.335,40126,0
IBRX.US,5,20240529,190500,6.33,6.3399,6.315,6.3235,14159,0
IBRX.US,5,20240529,191000,6.33,6.34,6.315,6.32,9696,0
IBRX.US,5,20240529,191500,6.325,6.37,6.32,6.36,19080,0
IBRX.US,5,20240529,192000,6.37,6.4,6.37,6.38,12148,0
IBRX.US,5,20240529,192500,6.37,6.38,6.36,6.375,4767,0
IBRX.US,5,20240529,193000,6.38,6.405,6.37,6.4,14288,0
IBRX.US,5,20240529,193500,6.395,6.4,6.39,6.395,3497,0
IBRX.US,5,20240529,194000,6.395,6.425,6.39,6.39,37747,0
IBRX.US,5,20240529,194500,6.395,6.4,6.39,6.39,8316,0
IBRX.US,5,20240529,195000,6.39,6.415,6.39,6.404,7180,0
IBRX.US,5,20240529,195500,6.405,6.41,6.4,6.4,3991,0
IBRX.US,5,20240529,200000,6.41,6.41,6.35,6.35,35658,0
IBRX.US,5,20240529,200500,6.35,6.37,6.32,6.3501,17395,0
IBRX.US,5,20240529,201000,6.36,6.37,6.33,6.3486,11597,0
IBRX.US,5,20240529,201500,6.345,6.3467,6.34,6.345,3481,0
IBRX.US,5,20240529,202000,6.345,6.3499,6.31,6.31,24703,0
IBRX.US,5,20240529,202500,6.319,6.335,6.305,6.315,37179,0
IBRX.US,5,20240529,203000,6.31,6.325,6.305,6.31,15439,0
IBRX.US,5,20240529,203500,6.3101,6.325,6.3101,6.315,11321,0
IBRX.US,5,20240529,204000,6.315,6.33,6.31,6.315,8985,0
IBRX.US,5,20240529,204500,6.32,6.33,6.305,6.315,35990,0
IBRX.US,5,20240529,205000,6.31,6.33,6.31,6.315,18906,0
IBRX.US,5,20240529,205500,6.315,6.355,6.3125,6.335,24163,0
IBRX.US,5,20240529,210000,6.33,6.36,6.33,6.36,18167,0
IBRX.US,5,20240529,210500,6.35,6.365,6.31,6.325,45965,0
IBRX.US,5,20240529,211000,6.325,6.335,6.3,6.325,49308,0
IBRX.US,5,20240529,211500,6.32,6.355,6.32,6.325,26777,0
IBRX.US,5,20240529,212000,6.32,6.345,6.32,6.345,10248,0
IBRX.US,5,20240529,212500,6.345,6.345,6.325,6.3388,32555,0
IBRX.US,5,20240529,213000,6.335,6.41,6.325,6.41,34249,0
IBRX.US,5,20240529,213500,6.4,6.42,6.38,6.41,36701,0
IBRX.US,5,20240529,214000,6.42,6.435,6.4022,6.415,24906,0
IBRX.US,5,20240529,214500,6.4191,6.435,6.395,6.435,46519,0
IBRX.US,5,20240529,215000,6.44,6.455,6.375,6.39,75340,0
IBRX.US,5,20240529,215500,6.395,6.44,6.395,6.4,157311,0
IBRX.US,5,20240530,153000,6.45,6.5225,6.435,6.4991,52639,0
IBRX.US,5,20240530,153500,6.5,6.531,6.44,6.5287,38567,0
IBRX.US,5,20240530,154000,6.535,6.5512,6.48,6.48,18123,0
IBRX.US,5,20240530,154500,6.48,6.48,6.43,6.43,35816,0
IBRX.US,5,20240530,155000,6.422,6.475,6.415,6.475,34230,0
IBRX.US,5,20240530,155500,6.4795,6.5,6.45,6.4875,46237,0
IBRX.US,5,20240530,160000,6.48,6.48,6.41,6.445,23389,0
IBRX.US,5,20240530,160500,6.44,6.44,6.37,6.41,15128,0
IBRX.US,5,20240530,161000,6.39,6.42,6.38,6.415,18085,0
IBRX.US,5,20240530,161500,6.405,6.5,6.4,6.465,36609,0
IBRX.US,5,20240530,162000,6.4603,6.465,6.4548,6.455,10920,0
IBRX.US,5,20240530,162500,6.46,6.5,6.46,6.47,15504,0
IBRX.US,5,20240530,163000,6.472,6.486,6.45,6.475,18176,0
IBRX.US,5,20240530,163500,6.471,6.555,6.471,6.53,64868,0
IBRX.US,5,20240530,164000,6.54,6.5499,6.48,6.5298,19895,0
IBRX.US,5,20240530,164500,6.53,6.5378,6.5,6.505,18844,0
IBRX.US,5,20240530,165000,6.51,6.54,6.51,6.53,16372,0
IBRX.US,5,20240530,165500,6.52,6.53,6.5001,6.5101,10889,0
IBRX.US,5,20240530,170000,6.515,6.515,6.4601,6.465,20182,0
IBRX.US,5,20240530,170500,6.465,6.47,6.45,6.455,9211,0
IBRX.US,5,20240530,171000,6.455,6.4599,6.43,6.44,11996,0
IBRX.US,5,20240530,171500,6.4325,6.525,6.4313,6.495,63742,0
IBRX.US,5,20240530,172000,6.495,6.515,6.465,6.48,15657,0
IBRX.US,5,20240530,172500,6.49,6.54,6.49,6.535,7217,0
IBRX.US,5,20240530,173000,6.535,6.585,6.53,6.57,57788,0
IBRX.US,5,20240530,173500,6.56,6.56,6.52,6.53,9918,0
IBRX.US,5,20240530,174000,6.535,6.54,6.53,6.53,3932,0
IBRX.US,5,20240530,174500,6.53,6.535,6.515,6.53,23238,0
IBRX.US,5,20240530,175000,6.53,6.575,6.53,6.5699,10182,0
IBRX.US,5,20240530,175500,6.56,6.58,6.55,6.575,11829,0
IBRX.US,5,20240530,180000,6.575,6.595,6.575,6.595,15887,0
IBRX.US,5,20240530,180500,6.595,6.68,6.592,6.66,113649,0
IBRX.US,5,20240530,181000,6.645,6.695,6.62,6.625,61324,0
IBRX.US,5,20240530,181500,6.625,6.625,6.582,6.59,28760,0
IBRX.US,5,20240530,182000,6.595,6.595,6.58,6.5806,8200,0
IBRX.US,5,20240530,182500,6.58,6.58,6.56,6.565,17008,0
IBRX.US,5,20240530,183000,6.565,6.59,6.555,6.5794,21685,0
IBRX.US,5,20240530,183500,6.57,6.57,6.53,6.535,24057,0
IBRX.US,5,20240530,184000,6.538,6.54,6.525,6.5376,17702,0
IBRX.US,5,20240530,184500,6.53,6.58,6.53,6.565,32617,0
IBRX.US,5,20240530,185000,6.56,6.56,6.535,6.551,8180,0
IBRX.US,5,20240530,185500,6.555,6.58,6.545,6.5777,10222,0
IBRX.US,5,20240530,190000,6.58,6.59,6.575,6.5799,5209,0
IBRX.US,5,20240530,190500,6.5714,6.63,6.5714,6.625,21973,0
IBRX.US,5,20240530,191000,6.6299,6.665,6.6299,6.6553,27453,0
IBRX.US,5,20240530,191500,6.65,6.65,6.63,6.635,10197,0
IBRX.US,5,20240530,192000,6.64,6.6699,6.64,6.665,8026,0
IBRX.US,5,20240530,192500,6.6686,6.71,6.655,6.655,44163,0
IBRX.US,5,20240530,193000,6.6538,6.655,6.6538,6.655,600,0
IBRX.US,5,20240530,193500,6.65,6.68,6.65,6.68,10369,0
IBRX.US,5,20240530,194000,6.675,6.675,6.6412,6.6499,7097,0
IBRX.US,5,20240530,194500,6.6401,6.6401,6.63,6.635,6053,0
IBRX.US,5,20240530,195000,6.63,6.635,6.6,6.615,7370,0
IBRX.US,5,20240530,195500,6.61,6.63,6.61,6.6201,12429,0
IBRX.US,5,20240530,200000,6.625,6.645,6.62,6.64,25864,0
IBRX.US,5,20240530,200500,6.635,6.645,6.6021,6.6021,25628,0
IBRX.US,5,20240530,201000,6.605,6.61,6.6,6.605,6373,0
IBRX.US,5,20240530,201500,6.6,6.6,6.58,6.5859,8194,0
IBRX.US,5,20240530,202000,6.585,6.5899,6.5826,6.585,2556,0
IBRX.US,5,20240530,202500,6.585,6.605,6.585,6.595,8588,0
IBRX.US,5,20240530,203000,6.6,6.6,6.58,6.595,4218,0
IBRX.US,5,20240530,203500,6.59,6.59,6.53,6.5312,37863,0
IBRX.US,5,20240530,204000,6.5374,6.545,6.53,6.53,5942,0
IBRX.US,5,20240530,204500,6.53,6.5398,6.52,6.5299,28990,0
IBRX.US,5,20240530,205000,6.525,6.55,6.525,6.535,16620,0
IBRX.US,5,20240530,205500,6.535,6.565,6.535,6.54,27457,0
IBRX.US,5,20240530,210000,6.545,6.56,6.545,6.555,3587,0
IBRX.US,5,20240530,210500,6.5599,6.565,6.545,6.55,14723,0
IBRX.US,5,20240530,211000,6.55,6.555,6.521,6.53,36716,0
IBRX.US,5,20240530,211500,6.5346,6.555,6.53,6.53,18902,0
IBRX.US,5,20240530,212000,6.53,6.535,6.49,6.495,14815,0
IBRX.US,5,20240530,212500,6.496,6.515,6.49,6.5,14744,0
IBRX.US,5,20240530,213000,6.5,6.52,6.49,6.51,21583,0
IBRX.US,5,20240530,213500,6.515,6.515,6.47,6.48,31826,0
IBRX.US,5,20240530,214000,6.475,6.48,6.46,6.46,15878,0
IBRX.US,5,20240530,214500,6.46,6.49,6.46,6.47,41741,0
IBRX.US,5,20240530,215000,6.475,6.565,6.475,6.565,74973,0
IBRX.US,5,20240530,215500,6.57,6.63,6.57,6.61,840851,0
IBRX.US,5,20240531,153000,6.6,6.7899,6.6,6.785,34987,0
IBRX.US,5,20240531,153500,6.7801,6.9,6.773,6.8999,53701,0
IBRX.US,5,20240531,154000,6.895,7,6.85,6.9201,128961,0
IBRX.US,5,20240531,154500,6.925,6.925,6.86,6.86,22749,0
IBRX.US,5,20240531,155000,6.855,6.9799,6.84,6.9165,93870,0
IBRX.US,5,20240531,155500,6.915,6.955,6.88,6.88,57270,0
IBRX.US,5,20240531,160000,6.88,6.88,6.8,6.82,49796,0
IBRX.US,5,20240531,160500,6.8427,6.9,6.81,6.8701,40311,0
IBRX.US,5,20240531,161000,6.88,6.89,6.81,6.82,53826,0
IBRX.US,5,20240531,161500,6.82,6.855,6.81,6.85,16478,0
IBRX.US,5,20240531,162000,6.855,6.94,6.84,6.92,49454,0
IBRX.US,5,20240531,162500,6.89,6.89,6.845,6.88,12612,0
IBRX.US,5,20240531,163000,6.87,6.88,6.81,6.82,39634,0
IBRX.US,5,20240531,163500,6.85,6.86,6.815,6.82,14117,0
IBRX.US,5,20240531,164000,6.822,6.85,6.815,6.815,8909,0
IBRX.US,5,20240531,164500,6.8101,6.815,6.68,6.685,87230,0
IBRX.US,5,20240531,165000,6.685,6.735,6.64,6.6673,47479,0
IBRX.US,5,20240531,165500,6.67,6.69,6.6624,6.675,24480,0
IBRX.US,5,20240531,170000,6.68,6.69,6.66,6.66,12421,0
IBRX.US,5,20240531,170500,6.6601,6.685,6.6601,6.685,24136,0
IBRX.US,5,20240531,171000,6.6899,6.7,6.6712,6.675,26494,0
IBRX.US,5,20240531,171500,6.68,6.68,6.62,6.625,48120,0
IBRX.US,5,20240531,172000,6.625,6.65,6.6,6.65,50517,0
IBRX.US,5,20240531,172500,6.645,6.65,6.64,6.65,21523,0
IBRX.US,5,20240531,173000,6.65,6.655,6.6301,6.6383,26500,0
IBRX.US,5,20240531,173500,6.64,6.65,6.63,6.65,9954,0
IBRX.US,5,20240531,174000,6.6499,6.65,6.62,6.62,24334,0
IBRX.US,5,20240531,174500,6.605,6.635,6.58,6.63,30956,0
IBRX.US,5,20240531,175000,6.635,6.64,6.58,6.59,19159,0
IBRX.US,5,20240531,175500,6.59,6.6,6.5799,6.5799,9713,0
IBRX.US,5,20240531,180000,6.57,6.58,6.55,6.5586,27937,0
IBRX.US,5,20240531,180500,6.555,6.565,6.5418,6.5529,14946,0
IBRX.US,5,20240531,181000,6.555,6.565,6.52,6.54,28536,0
IBRX.US,5,20240531,181500,6.55,6.56,6.545,6.545,8660,0
IBRX.US,5,20240531,182000,6.55,6.55,6.525,6.525,24900,0
IBRX.US,5,20240531,182500,6.5274,6.57,6.525,6.565,10649,0
IBRX.US,5,20240531,183000,6.57,6.57,6.52,6.525,15792,0
IBRX.US,5,20240531,183500,6.525,6.53,6.52,6.525,11537,0
IBRX.US,5,20240531,184000,6.525,6.57,6.525,6.5684,22628,0
IBRX.US,5,20240531,184500,6.56,6.59,6.53,6.56,43920,0
IBRX.US,5,20240531,185000,6.5514,6.57,6.5501,6.565,7540,0
IBRX.US,5,20240531,185500,6.57,6.57,6.515,6.56,32232,0
IBRX.US,5,20240531,190000,6.5599,6.6,6.5599,6.565,52830,0
IBRX.US,5,20240531,190500,6.57,6.58,6.525,6.525,15540,0
IBRX.US,5,20240531,191000,6.52,6.57,6.52,6.56,15025,0
IBRX.US,5,20240531,191500,6.555,6.555,6.535,6.55,14353,0
IBRX.US,5,20240531,192000,6.545,6.55,6.5423,6.55,12942,0
IBRX.US,5,20240531,192500,6.545,6.55,6.535,6.55,33019,0
IBRX.US,5,20240531,193000,6.545,6.55,6.535,6.535,13861,0
IBRX.US,5,20240531,193500,6.54,6.5477,6.5301,6.535,15671,0
IBRX.US,5,20240531,194000,6.535,6.54,6.525,6.5375,23641,0
IBRX.US,5,20240531,194500,6.535,6.55,6.531,6.55,16275,0
IBRX.US,5,20240531,195000,6.5499,6.55,6.52,6.52,5929,0
IBRX.US,5,20240531,195500,6.5297,6.53,6.515,6.52,10520,0
IBRX.US,5,20240531,200000,6.525,6.55,6.525,6.55,8509,0
IBRX.US,5,20240531,200500,6.5499,6.5499,6.525,6.5258,14555,0
IBRX.US,5,20240531,201000,6.5287,6.535,6.514,6.525,20143,0
IBRX.US,5,20240531,201500,6.525,6.55,6.525,6.535,21926,0
IBRX.US,5,20240531,202000,6.54,6.54,6.53,6.54,9921,0
IBRX.US,5,20240531,202500,6.54,6.54,6.53,6.54,8448,0
IBRX.US,5,20240531,203000,6.535,6.535,6.5202,6.53,9722,0
IBRX.US,5,20240531,203500,6.525,6.55,6.51,6.52,26712,0
IBRX.US,5,20240531,204000,6.515,6.54,6.515,6.54,9020,0
IBRX.US,5,20240531,204500,6.535,6.54,6.5,6.505,38344,0
IBRX.US,5,20240531,205000,6.5099,6.5099,6.46,6.46,42659,0
IBRX.US,5,20240531,205500,6.47,6.485,6.465,6.475,17403,0
IBRX.US,5,20240531,210000,6.474,6.49,6.45,6.4899,40751,0
